Fecha,Vendedor,Región,Producto,Unidades,PrecioUnitario,TotalVenta
2036-03-22,Pedro,Norte,Tablet,16,797,12752
2036-03-23,Lucía,Sur,Impresora,33,1847,60951
2036-03-24,Lucía,Este,Impresora,37,2863,105931
2036-03-25,Jorge,Centro,Tablet,27,1245,33615
2036-03-26,Pedro,Norte,Tablet,14,1601,22414
2036-03-27,Jorge,Este,Smartphone,31,2495,77345
2036-03-28,Pedro,Oeste,Impresora,27,2411,65097
2036-03-29,Jorge,Oeste,Monitor,4,1166,4664
2036-03-30,Luis,Este,Laptop,38,2195,83410
2036-03-31,Pedro,Este,Smartphone,41,607,24887
2036-04-01,Luis,Sur,Smartphone,36,661,23796
2036-04-02,Lucía,Este,Impresora,28,2145,60060
2036-04-03,Lucía,Oeste,Smartphone,30,1041,31230
2036-04-04,Lucía,Sur,Smartphone,36,2954,106344
2036-04-05,Luis,Oeste,Laptop,22,1109,24398
2036-04-06,Pedro,Oeste,Tablet,49,1866,91434
2036-04-07,Pedro,Este,Impresora,12,457,5484
2036-04-08,Jorge,Este,Smartphone,20,658,13160
2036-04-09,Jorge,Norte,Laptop,3,1867,5601
2036-04-10,Lucía,Centro,Impresora,31,678,21018
2036-04-11,Jorge,Sur,Laptop,27,309,8343
2036-04-12,Ana,Centro,Laptop,48,2025,97200
2036-04-13,Jorge,Oeste,Monitor,4,2813,11252
2036-04-14,María,Centro,Monitor,5,711,3555
2036-04-15,Pedro,Norte,Smartphone,30,1524,45720
2036-04-16,Jorge,Sur,Tablet,46,2748,126408
2036-04-17,María,Oeste,Tablet,2,2832,5664
2036-04-18,Ana,Centro,Impresora,18,1346,24228
2036-04-19,Lucía,Norte,Monitor,1,2578,2578
2036-04-20,Luis,Oeste,Monitor,41,729,29889
2036-04-21,Pedro,Centro,Laptop,44,1355,59620
2036-04-22,Ana,Este,Tablet,3,2167,6501
2036-04-23,Pedro,Sur,Laptop,39,2115,82485
2036-04-24,Ana,Oeste,Laptop,33,1107,36531
2036-04-25,Luis,Sur,Smartphone,19,1761,33459
2036-04-26,Ana,Centro,Laptop,25,2821,70525
2036-04-27,Lucía,Oeste,Laptop,36,395,14220
2036-04-28,Ana,Centro,Impresora,24,1478,35472
2036-04-29,Pedro,Norte,Smartphone,12,2886,34632
2036-04-30,Lucía,Este,Tablet,9,2065,18585
2036-05-01,Ana,Este,Monitor,26,1167,30342
2036-05-02,Lucía,Norte,Monitor,1,2095,2095
2036-05-03,María,Norte,Monitor,17,2602,44234
2036-05-04,Jorge,Oeste,Monitor,26,1595,41470
2036-05-05,Jorge,Este,Smartphone,9,199,1791
2036-05-06,Ana,Centro,Impresora,20,464,9280
2036-05-07,Pedro,Sur,Tablet,43,1225,52675
2036-05-08,Lucía,Centro,Tablet,14,845,11830
2036-05-09,Luis,Sur,Tablet,11,1191,13101
2036-05-10,María,Sur,Laptop,10,2178,21780
2036-05-11,Lucía,Norte,Laptop,41,1851,75891
2036-05-12,Jorge,Este,Smartphone,23,413,9499
2036-05-13,Jorge,Norte,Laptop,34,2899,98566
2036-05-14,Luis,Centro,Laptop,39,2243,87477
2036-05-15,María,Este,Tablet,26,194,5044
2036-05-16,Luis,Norte,Monitor,17,2119,36023
2036-05-17,Lucía,Sur,Smartphone,44,1118,49192
2036-05-18,Pedro,Este,Impresora,24,1005,24120
2036-05-19,Pedro,Sur,Monitor,3,311,933
2036-05-20,Pedro,Norte,Laptop,31,478,14818
2036-05-21,Ana,Norte,Tablet,7,767,5369
2036-05-22,Ana,Este,Monitor,16,1540,24640
2036-05-23,Ana,Centro,Monitor,41,596,24436
2036-05-24,María,Centro,Tablet,20,2183,43660
2036-05-25,María,Norte,Smartphone,15,748,11220
2036-05-26,Lucía,Sur,Monitor,10,2742,27420
2036-05-27,Jorge,Norte,Impresora,28,249,6972
2036-05-28,María,Norte,Impresora,1,1577,1577
2036-05-29,Pedro,Centro,Monitor,39,312,12168
2036-05-30,Ana,Norte,Laptop,35,1719,60165
2036-05-31,Jorge,Oeste,Tablet,22,688,15136
2036-06-01,Lucía,Centro,Smartphone,30,1163,34890
2036-06-02,Luis,Este,Laptop,20,1764,35280
2036-06-03,Luis,Sur,Impresora,45,889,40005
2036-06-04,Luis,Este,Laptop,48,581,27888
2036-06-05,Jorge,Oeste,Monitor,27,2991,80757
2036-06-06,Pedro,Norte,Tablet,48,233,11184
2036-06-07,Jorge,Norte,Smartphone,23,1242,28566
2036-06-08,Jorge,Oeste,Laptop,41,1680,68880
2036-06-09,Pedro,Oeste,Smartphone,26,1324,34424
2036-06-10,Lucía,Este,Laptop,42,1985,83370
2036-06-11,Lucía,Oeste,Laptop,2,1151,2302
2036-06-12,Ana,Norte,Impresora,16,1463,23408
2036-06-13,Ana,Oeste,Laptop,21,2238,46998
2036-06-14,Ana,Este,Laptop,16,851,13616
2036-06-15,Luis,Norte,Monitor,39,578,22542
2036-06-16,Pedro,Centro,Impresora,33,2621,86493
2036-06-17,María,Centro,Smartphone,8,2175,17400
2036-06-18,Jorge,Este,Laptop,8,619,4952
2036-06-19,Luis,Este,Impresora,15,2288,34320
2036-06-20,Pedro,Norte,Smartphone,10,2635,26350
2036-06-21,Luis,Norte,Laptop,22,1153,25366
2036-06-22,María,Norte,Smartphone,44,1676,73744
2036-06-23,Jorge,Este,Impresora,21,1863,39123
2036-06-24,Jorge,Sur,Monitor,45,2551,114795
2036-06-25,Luis,Centro,Smartphone,26,1150,29900
2036-06-26,Lucía,Sur,Laptop,38,261,9918
2036-06-27,Pedro,Centro,Impresora,18,726,13068
2036-06-28,Lucía,Este,Monitor,47,789,37083
2036-06-29,Lucía,Norte,Impresora,49,2244,109956
2036-06-30,Pedro,Norte,Impresora,19,354,6726
2036-07-01,Luis,Sur,Tablet,15,1707,25605
2036-07-02,María,Oeste,Impresora,47,2953,138791
2036-07-03,Pedro,Oeste,Laptop,5,444,2220
2036-07-04,Lucía,Centro,Impresora,27,1697,45819
2036-07-05,María,Centro,Tablet,48,491,23568
2036-07-06,María,Sur,Laptop,11,2706,29766
2036-07-07,Pedro,Oeste,Smartphone,25,1962,49050
2036-07-08,Lucía,Sur,Laptop,19,1467,27873
2036-07-09,Jorge,Oeste,Tablet,47,500,23500
2036-07-10,Luis,Sur,Laptop,39,841,32799
2036-07-11,Lucía,Este,Impresora,46,1384,63664
2036-07-12,Ana,Norte,Impresora,28,1856,51968
2036-07-13,Ana,Centro,Monitor,35,1729,60515
2036-07-14,Lucía,Oeste,Tablet,35,706,24710
2036-07-15,Ana,Oeste,Smartphone,24,2437,58488
2036-07-16,Jorge,Centro,Impresora,20,323,6460
2036-07-17,María,Norte,Impresora,22,305,6710
2036-07-18,María,Sur,Monitor,46,533,24518
2036-07-19,Lucía,Norte,Monitor,2,2241,4482
2036-07-20,Pedro,Este,Laptop,39,1829,71331
2036-07-21,Ana,Sur,Laptop,30,2643,79290
2036-07-22,Pedro,Norte,Monitor,24,378,9072
2036-07-23,Luis,Oeste,Impresora,2,925,1850
2036-07-24,Pedro,Oeste,Monitor,7,1704,11928
2036-07-25,Lucía,Este,Impresora,14,302,4228
2036-07-26,Pedro,Norte,Smartphone,44,831,36564
2036-07-27,María,Norte,Impresora,3,1404,4212
2036-07-28,Luis,Este,Laptop,32,863,27616
2036-07-29,Jorge,Norte,Monitor,45,1014,45630
2036-07-30,Pedro,Sur,Tablet,37,2712,100344
2036-07-31,Lucía,Centro,Laptop,47,2046,96162
2036-08-01,Luis,Sur,Impresora,42,1754,73668
2036-08-02,Lucía,Sur,Laptop,16,2913,46608
2036-08-03,Luis,Este,Laptop,23,572,13156
2036-08-04,Lucía,Oeste,Smartphone,26,995,25870
2036-08-05,María,Oeste,Impresora,23,1969,45287
2036-08-06,Jorge,Centro,Impresora,1,1396,1396
2036-08-07,María,Oeste,Laptop,6,1645,9870
2036-08-08,Ana,Norte,Impresora,2,2141,4282
2036-08-09,Ana,Este,Smartphone,36,568,20448
2036-08-10,María,Oeste,Laptop,4,1256,5024
2036-08-11,Pedro,Este,Laptop,17,2995,50915
2036-08-12,Luis,Este,Monitor,33,646,21318
2036-08-13,María,Oeste,Tablet,3,2465,7395
2036-08-14,Luis,Norte,Monitor,15,2614,39210
2036-08-15,Jorge,Oeste,Tablet,17,2261,38437
2036-08-16,Jorge,Sur,Impresora,15,1619,24285
2036-08-17,Luis,Sur,Monitor,47,2415,113505
2036-08-18,Pedro,Oeste,Smartphone,33,2657,87681
2036-08-19,Jorge,Norte,Laptop,2,765,1530
2036-08-20,Ana,Centro,Smartphone,37,2633,97421
2036-08-21,Lucía,Norte,Tablet,12,1448,17376
2036-08-22,Ana,Sur,Monitor,36,1263,45468
2036-08-23,María,Sur,Monitor,15,1297,19455
2036-08-24,Pedro,Oeste,Tablet,40,737,29480
2036-08-25,Lucía,Norte,Laptop,33,943,31119
2036-08-26,Jorge,Sur,Tablet,14,914,12796
2036-08-27,Jorge,Norte,Monitor,3,1633,4899
2036-08-28,Jorge,Centro,Impresora,38,2380,90440
2036-08-29,Luis,Este,Smartphone,30,1674,50220
2036-08-30,María,Centro,Tablet,45,616,27720
2036-08-31,Jorge,Centro,Tablet,30,2630,78900
2036-09-01,Pedro,Centro,Laptop,30,1651,49530
2036-09-02,María,Sur,Laptop,21,769,16149
2036-09-03,Luis,Sur,Monitor,3,1648,4944
2036-09-04,Ana,Sur,Laptop,16,380,6080
2036-09-05,Pedro,Este,Monitor,42,353,14826
2036-09-06,María,Norte,Smartphone,12,2291,27492
2036-09-07,Jorge,Centro,Tablet,46,607,27922
2036-09-08,Luis,Oeste,Impresora,23,1210,27830
2036-09-09,Lucía,Centro,Monitor,13,1210,15730
2036-09-10,Jorge,Norte,Monitor,35,416,14560
2036-09-11,María,Sur,Monitor,6,2968,17808
2036-09-12,Lucía,Centro,Monitor,9,333,2997
2036-09-13,Lucía,Sur,Smartphone,35,2547,89145
2036-09-14,Luis,Oeste,Monitor,6,818,4908
2036-09-15,Luis,Centro,Tablet,2,409,818
2036-09-16,Lucía,Este,Tablet,22,1353,29766
2036-09-17,Lucía,Centro,Tablet,3,2256,6768
2036-09-18,Ana,Oeste,Tablet,13,2158,28054
2036-09-19,Pedro,Sur,Monitor,17,1425,24225
2036-09-20,Jorge,Sur,Laptop,24,2209,53016
2036-09-21,Lucía,Oeste,Smartphone,41,1253,51373
2036-09-22,María,Sur,Impresora,16,1440,23040
2036-09-23,Luis,Oeste,Smartphone,22,2158,47476
2036-09-24,Luis,Este,Laptop,46,230,10580
2036-09-25,Jorge,Norte,Monitor,48,2369,113712
2036-09-26,Pedro,Centro,Laptop,19,1240,23560
2036-09-27,Ana,Sur,Impresora,11,2562,28182
2036-09-28,Lucía,Este,Tablet,38,2764,105032
2036-09-29,Luis,Sur,Monitor,8,2852,22816
2036-09-30,Lucía,Este,Monitor,34,573,19482
2036-10-01,Jorge,Norte,Smartphone,46,1470,67620
2036-10-02,Ana,Norte,Tablet,18,2327,41886
2036-10-03,María,Sur,Impresora,25,2759,68975
2036-10-04,Lucía,Este,Smartphone,46,519,23874
2036-10-05,Jorge,Norte,Impresora,13,2302,29926
2036-10-06,Lucía,Centro,Laptop,30,181,5430
2036-10-07,María,Norte,Smartphone,32,1406,44992
2036-10-08,Pedro,Este,Smartphone,35,1206,42210
2036-10-09,Luis,Sur,Tablet,13,2839,36907
2036-10-10,Jorge,Oeste,Laptop,16,1810,28960
2036-10-11,Jorge,Sur,Impresora,11,1269,13959
2036-10-12,Pedro,Este,Impresora,30,334,10020
2036-10-13,Luis,Norte,Smartphone,10,2116,21160
2036-10-14,Lucía,Sur,Tablet,39,1336,52104
2036-10-15,Jorge,Oeste,Smartphone,49,2214,108486
2036-10-16,María,Este,Laptop,45,978,44010
2036-10-17,Pedro,Este,Tablet,10,309,3090
2036-10-18,Jorge,Sur,Impresora,45,2302,103590
2036-10-19,Pedro,Oeste,Tablet,21,224,4704
2036-10-20,Pedro,Este,Impresora,28,617,17276
2036-10-21,Lucía,Oeste,Smartphone,11,2309,25399
2036-10-22,María,Oeste,Smartphone,3,723,2169
2036-10-23,María,Oeste,Monitor,24,1160,27840
2036-10-24,Luis,Sur,Laptop,40,2173,86920
2036-10-25,María,Norte,Laptop,11,1386,15246
2036-10-26,Jorge,Norte,Smartphone,24,1416,33984
2036-10-27,Pedro,Oeste,Smartphone,29,372,10788
2036-10-28,Pedro,Norte,Impresora,19,1426,27094
2036-10-29,Ana,Centro,Smartphone,38,2088,79344
2036-10-30,Luis,Oeste,Tablet,33,785,25905
2036-10-31,Ana,Centro,Laptop,24,2529,60696
2036-11-01,Ana,Centro,Smartphone,45,1790,80550
2036-11-02,Jorge,Sur,Smartphone,35,207,7245
2036-11-03,Luis,Sur,Smartphone,43,2448,105264
2036-11-04,Ana,Este,Laptop,4,367,1468
2036-11-05,Luis,Oeste,Tablet,40,2247,89880
2036-11-06,Pedro,Centro,Smartphone,41,584,23944
2036-11-07,Pedro,Este,Impresora,11,1630,17930
2036-11-08,María,Este,Smartphone,35,2342,81970
2036-11-09,Ana,Sur,Laptop,21,280,5880
2036-11-10,Pedro,Oeste,Impresora,43,2004,86172
2036-11-11,Lucía,Oeste,Impresora,33,1186,39138
2036-11-12,Ana,Este,Laptop,41,815,33415
2036-11-13,Jorge,Centro,Laptop,23,2290,52670
2036-11-14,Jorge,Norte,Monitor,23,1213,27899
2036-11-15,Ana,Este,Laptop,11,1717,18887
2036-11-16,Jorge,Este,Laptop,12,813,9756
2036-11-17,Lucía,Este,Laptop,16,2424,38784
2036-11-18,Lucía,Norte,Tablet,27,1742,47034
2036-11-19,Lucía,Oeste,Monitor,29,2706,78474
2036-11-20,Pedro,Oeste,Smartphone,33,1401,46233
2036-11-21,Luis,Norte,Laptop,37,2444,90428
2036-11-22,Jorge,Norte,Laptop,28,2269,63532
2036-11-23,Jorge,Centro,Laptop,36,169,6084
2036-11-24,Luis,Este,Smartphone,5,437,2185
2036-11-25,Pedro,Este,Monitor,41,2060,84460
2036-11-26,María,Sur,Laptop,30,2288,68640
2036-11-27,Lucía,Oeste,Tablet,18,2411,43398
2036-11-28,Ana,Sur,Laptop,31,1406,43586
2036-11-29,Pedro,Sur,Tablet,5,2125,10625
2036-11-30,Luis,Norte,Smartphone,4,1208,4832
2036-12-01,Pedro,Sur,Tablet,3,1252,3756
2036-12-02,Ana,Este,Impresora,38,747,28386
2036-12-03,Ana,Este,Monitor,17,1414,24038
2036-12-04,María,Centro,Impresora,18,1299,23382
2036-12-05,Jorge,Este,Laptop,31,2885,89435
2036-12-06,Pedro,Oeste,Tablet,40,455,18200
2036-12-07,Jorge,Centro,Laptop,2,1025,2050
2036-12-08,María,Este,Smartphone,43,2893,124399
2036-12-09,Ana,Norte,Impresora,23,426,9798
2036-12-10,Luis,Sur,Smartphone,30,1595,47850
2036-12-11,Jorge,Norte,Impresora,10,2339,23390
2036-12-12,Lucía,Sur,Tablet,39,1958,76362
2036-12-13,Ana,Este,Impresora,30,1658,49740
2036-12-14,Pedro,Sur,Impresora,27,2870,77490
2036-12-15,Ana,Centro,Tablet,10,703,7030
2036-12-16,Pedro,Este,Tablet,34,2451,83334
2036-12-17,Luis,Centro,Monitor,39,1406,54834
2036-12-18,Lucía,Sur,Monitor,46,2987,137402
2036-12-19,Jorge,Centro,Monitor,22,2413,53086
2036-12-20,Jorge,Centro,Tablet,36,1053,37908
2036-12-21,Lucía,Norte,Impresora,30,191,5730
2036-12-22,Ana,Sur,Monitor,11,1468,16148
2036-12-23,Lucía,Oeste,Monitor,23,1738,39974
2036-12-24,Lucía,Sur,Impresora,49,1511,74039
2036-12-25,Ana,Oeste,Impresora,22,1511,33242
2036-12-26,María,Norte,Smartphone,6,1921,11526
2036-12-27,Jorge,Sur,Monitor,23,2700,62100
2036-12-28,Jorge,Este,Smartphone,31,742,23002
2036-12-29,Luis,Sur,Monitor,46,2219,102074
2036-12-30,Pedro,Sur,Monitor,14,2015,28210
2036-12-31,Pedro,Centro,Monitor,17,825,14025
2037-01-01,María,Este,Impresora,26,746,19396
2037-01-02,Ana,Oeste,Monitor,8,2410,19280
2037-01-03,Lucía,Oeste,Smartphone,29,887,25723
2037-01-04,Pedro,Norte,Tablet,24,1055,25320
2037-01-05,Pedro,Centro,Monitor,32,541,17312
2037-01-06,Ana,Oeste,Tablet,25,1147,28675
2037-01-07,Ana,Este,Tablet,16,2303,36848
2037-01-08,Luis,Sur,Smartphone,36,630,22680
2037-01-09,María,Sur,Monitor,38,1017,38646
2037-01-10,Pedro,Sur,Monitor,31,590,18290
2037-01-11,Luis,Centro,Tablet,18,170,3060
2037-01-12,Ana,Este,Laptop,47,1877,88219
2037-01-13,Luis,Norte,Monitor,25,1084,27100
2037-01-14,Lucía,Oeste,Impresora,28,1915,53620
2037-01-15,Pedro,Norte,Impresora,41,465,19065
2037-01-16,Ana,Oeste,Monitor,22,252,5544
2037-01-17,Pedro,Centro,Monitor,45,1260,56700
2037-01-18,Jorge,Oeste,Monitor,43,2761,118723
2037-01-19,Luis,Norte,Tablet,41,1823,74743
2037-01-20,Luis,Oeste,Laptop,19,964,18316
2037-01-21,Pedro,Sur,Impresora,14,2760,38640
2037-01-22,Ana,Este,Impresora,39,365,14235
2037-01-23,Lucía,Norte,Smartphone,35,389,13615
2037-01-24,María,Sur,Monitor,10,718,7180
2037-01-25,María,Sur,Impresora,11,567,6237
2037-01-26,Ana,Centro,Tablet,30,2928,87840
2037-01-27,Lucía,Sur,Impresora,49,278,13622
2037-01-28,Jorge,Sur,Smartphone,21,2972,62412
2037-01-29,Pedro,Este,Impresora,12,1691,20292
2037-01-30,Pedro,Oeste,Laptop,49,2403,117747
2037-01-31,Jorge,Sur,Monitor,39,1630,63570
2037-02-01,María,Este,Impresora,35,2370,82950
2037-02-02,Pedro,Sur,Laptop,29,1999,57971
2037-02-03,Pedro,Norte,Impresora,47,1695,79665
2037-02-04,Ana,Sur,Smartphone,2,419,838
2037-02-05,Ana,Este,Impresora,42,515,21630
2037-02-06,Ana,Este,Monitor,35,2753,96355
2037-02-07,Jorge,Centro,Smartphone,13,2682,34866
2037-02-08,Lucía,Norte,Laptop,5,309,1545
2037-02-09,Pedro,Este,Smartphone,8,1526,12208
2037-02-10,Jorge,Norte,Tablet,5,2143,10715
2037-02-11,Luis,Centro,Laptop,38,2267,86146
2037-02-12,María,Sur,Laptop,6,2338,14028
2037-02-13,María,Norte,Tablet,48,2172,104256
2037-02-14,Luis,Oeste,Laptop,28,2927,81956
2037-02-15,Ana,Norte,Laptop,13,1486,19318
2037-02-16,Pedro,Centro,Impresora,12,2999,35988
2037-02-17,Pedro,Oeste,Tablet,24,2460,59040
2037-02-18,Lucía,Este,Smartphone,34,1306,44404
2037-02-19,Ana,Este,Tablet,34,1533,52122
2037-02-20,Lucía,Sur,Laptop,28,1260,35280
2037-02-21,Jorge,Centro,Tablet,41,1158,47478
2037-02-22,Ana,Norte,Tablet,29,1020,29580
2037-02-23,Pedro,Este,Monitor,45,410,18450
2037-02-24,Ana,Centro,Monitor,31,1844,57164
2037-02-25,Ana,Centro,Monitor,34,1104,37536
2037-02-26,Lucía,Sur,Monitor,32,617,19744
2037-02-27,Pedro,Este,Laptop,15,1230,18450
2037-02-28,Lucía,Centro,Impresora,27,1014,27378
2037-03-01,Luis,Oeste,Impresora,37,494,18278
2037-03-02,Ana,Este,Laptop,30,260,7800
2037-03-03,Luis,Norte,Tablet,30,847,25410
2037-03-04,Pedro,Norte,Impresora,17,2749,46733
2037-03-05,Pedro,Oeste,Laptop,45,2424,109080
2037-03-06,Luis,Centro,Smartphone,14,330,4620
2037-03-07,Ana,Sur,Smartphone,41,412,16892
2037-03-08,Ana,Sur,Tablet,18,2461,44298
2037-03-09,Jorge,Norte,Smartphone,15,1006,15090
2037-03-10,Pedro,Centro,Monitor,37,179,6623
2037-03-11,María,Centro,Monitor,37,2624,97088
2037-03-12,Jorge,Oeste,Tablet,19,390,7410
2037-03-13,Ana,Este,Laptop,13,2406,31278
2037-03-14,María,Oeste,Impresora,40,791,31640
2037-03-15,Luis,Este,Monitor,12,1666,19992
2037-03-16,Pedro,Este,Monitor,27,1367,36909
2037-03-17,María,Oeste,Monitor,22,987,21714
2037-03-18,Ana,Centro,Laptop,26,1304,33904
2037-03-19,Jorge,Este,Impresora,28,1292,36176
2037-03-20,Luis,Norte,Impresora,41,2893,118613
2037-03-21,María,Oeste,Impresora,18,738,13284
2037-03-22,Jorge,Oeste,Impresora,20,2556,51120
2037-03-23,María,Oeste,Smartphone,14,758,10612
2037-03-24,Luis,Centro,Laptop,2,1543,3086
2037-03-25,Pedro,Oeste,Smartphone,38,1441,54758
2037-03-26,María,Centro,Monitor,12,2039,24468
2037-03-27,Luis,Centro,Monitor,32,2898,92736
2037-03-28,Pedro,Este,Laptop,38,245,9310
2037-03-29,María,Centro,Tablet,10,2215,22150
2037-03-30,María,Centro,Smartphone,11,2608,28688
2037-03-31,Pedro,Este,Laptop,25,1311,32775
2037-04-01,Pedro,Centro,Monitor,30,1238,37140
2037-04-02,Jorge,Oeste,Smartphone,34,1926,65484
2037-04-03,Luis,Oeste,Laptop,26,2717,70642
2037-04-04,Ana,Centro,Laptop,18,500,9000
2037-04-05,Lucía,Este,Impresora,11,637,7007
2037-04-06,Luis,Oeste,Monitor,5,1687,8435
2037-04-07,María,Este,Tablet,5,2895,14475
2037-04-08,María,Oeste,Monitor,8,2950,23600
2037-04-09,María,Sur,Laptop,18,1350,24300
2037-04-10,Lucía,Norte,Smartphone,17,345,5865
2037-04-11,Ana,Norte,Tablet,35,1569,54915
2037-04-12,Luis,Sur,Tablet,18,2022,36396
2037-04-13,Luis,Norte,Impresora,43,1973,84839
2037-04-14,Luis,Centro,Tablet,48,1927,92496
2037-04-15,María,Oeste,Impresora,7,2313,16191
2037-04-16,Luis,Centro,Monitor,12,1465,17580
2037-04-17,María,Sur,Impresora,42,1678,70476
2037-04-18,Lucía,Norte,Laptop,43,1255,53965
2037-04-19,Pedro,Sur,Impresora,36,2237,80532
2037-04-20,Luis,Norte,Monitor,35,1305,45675
2037-04-21,Lucía,Centro,Laptop,8,850,6800
2037-04-22,María,Norte,Monitor,34,2223,75582
2037-04-23,María,Norte,Monitor,1,2299,2299
2037-04-24,Pedro,Norte,Monitor,23,2990,68770
2037-04-25,María,Norte,Tablet,4,1933,7732
2037-04-26,María,Norte,Laptop,18,1319,23742
2037-04-27,María,Sur,Monitor,17,2801,47617
2037-04-28,Pedro,Norte,Impresora,38,1339,50882
2037-04-29,Jorge,Centro,Smartphone,15,1408,21120
2037-04-30,Luis,Norte,Monitor,4,2130,8520
2037-05-01,Ana,Centro,Laptop,24,1402,33648
2037-05-02,María,Este,Laptop,41,2585,105985
2037-05-03,Pedro,Centro,Laptop,8,2163,17304
2037-05-04,Jorge,Sur,Impresora,2,2252,4504
2037-05-05,Pedro,Sur,Laptop,15,2024,30360
2037-05-06,María,Centro,Smartphone,44,1475,64900
2037-05-07,Pedro,Oeste,Monitor,15,1898,28470
2037-05-08,Luis,Norte,Laptop,5,751,3755
2037-05-09,Jorge,Este,Tablet,11,1348,14828
2037-05-10,Jorge,Centro,Tablet,49,2956,144844
2037-05-11,Jorge,Este,Monitor,13,1294,16822
2037-05-12,María,Norte,Tablet,1,1163,1163
2037-05-13,Luis,Norte,Impresora,47,509,23923
2037-05-14,Lucía,Norte,Smartphone,19,1393,26467
2037-05-15,Jorge,Norte,Impresora,15,1416,21240
2037-05-16,Pedro,Norte,Impresora,3,2285,6855
2037-05-17,Lucía,Norte,Laptop,15,2697,40455
2037-05-18,María,Sur,Smartphone,30,2945,88350
2037-05-19,Jorge,Este,Impresora,20,2934,58680
2037-05-20,Luis,Centro,Tablet,10,393,3930
2037-05-21,Jorge,Sur,Impresora,35,2442,85470
2037-05-22,Lucía,Centro,Laptop,44,719,31636
2037-05-23,Luis,Centro,Smartphone,11,1990,21890
2037-05-24,Lucía,Centro,Monitor,37,2380,88060
2037-05-25,Jorge,Este,Laptop,14,2802,39228
2037-05-26,Ana,Centro,Tablet,8,964,7712
2037-05-27,Pedro,Sur,Smartphone,13,198,2574
2037-05-28,Luis,Centro,Tablet,16,1878,30048
2037-05-29,Pedro,Norte,Impresora,34,2344,79696
2037-05-30,Pedro,Sur,Impresora,41,1115,45715
2037-05-31,Jorge,Oeste,Monitor,29,2010,58290
2037-06-01,Luis,Norte,Impresora,37,1977,73149
2037-06-02,Jorge,Norte,Monitor,33,1448,47784
2037-06-03,Ana,Centro,Impresora,49,1044,51156
2037-06-04,Lucía,Oeste,Monitor,27,1562,42174
2037-06-05,María,Este,Laptop,23,2057,47311
2037-06-06,Jorge,Este,Tablet,6,1516,9096
2037-06-07,Luis,Norte,Tablet,4,1976,7904
2037-06-08,María,Este,Tablet,25,462,11550
2037-06-09,Ana,Norte,Tablet,38,656,24928
2037-06-10,Lucía,Oeste,Tablet,45,2634,118530
2037-06-11,Luis,Sur,Laptop,24,1951,46824
2037-06-12,Ana,Oeste,Smartphone,43,842,36206
2037-06-13,María,Oeste,Monitor,2,1620,3240
2037-06-14,Lucía,Este,Laptop,43,2641,113563
2037-06-15,Luis,Sur,Monitor,31,919,28489
2037-06-16,Lucía,Centro,Smartphone,13,829,10777
2037-06-17,Pedro,Oeste,Smartphone,20,2746,54920
2037-06-18,María,Este,Laptop,13,917,11921
2037-06-19,María,Este,Smartphone,45,733,32985
2037-06-20,María,Este,Impresora,15,1647,24705
2037-06-21,Ana,Oeste,Monitor,23,707,16261
2037-06-22,María,Este,Smartphone,33,725,23925
2037-06-23,Ana,Norte,Monitor,15,634,9510
2037-06-24,Pedro,Oeste,Tablet,2,2675,5350
2037-06-25,Lucía,Este,Tablet,14,1472,20608
2037-06-26,Pedro,Este,Impresora,1,1026,1026
2037-06-27,Pedro,Centro,Smartphone,27,850,22950
2037-06-28,María,Oeste,Laptop,6,1174,7044
2037-06-29,Ana,Este,Monitor,12,2469,29628
2037-06-30,María,Este,Monitor,25,1910,47750
2037-07-01,Luis,Norte,Impresora,18,1757,31626
2037-07-02,Pedro,Este,Tablet,18,928,16704
2037-07-03,Lucía,Oeste,Smartphone,15,452,6780
2037-07-04,Jorge,Este,Laptop,28,505,14140
2037-07-05,María,Centro,Impresora,11,1063,11693
2037-07-06,Lucía,Sur,Tablet,49,997,48853
2037-07-07,Jorge,Sur,Smartphone,29,2582,74878
2037-07-08,Pedro,Sur,Tablet,49,2549,124901
2037-07-09,Pedro,Oeste,Smartphone,33,1929,63657
2037-07-10,Ana,Oeste,Monitor,23,2735,62905
2037-07-11,Ana,Este,Smartphone,19,2471,46949
2037-07-12,Ana,Norte,Laptop,28,2157,60396
2037-07-13,Jorge,Este,Monitor,4,520,2080
2037-07-14,Luis,Sur,Laptop,6,896,5376
2037-07-15,María,Este,Impresora,45,1643,73935
2037-07-16,María,Este,Smartphone,40,2185,87400
2037-07-17,María,Este,Smartphone,9,1494,13446
2037-07-18,María,Centro,Monitor,38,1541,58558
2037-07-19,Luis,Sur,Monitor,15,795,11925
2037-07-20,María,Centro,Laptop,12,878,10536
2037-07-21,Jorge,Oeste,Smartphone,35,2115,74025
2037-07-22,María,Oeste,Monitor,7,1150,8050
2037-07-23,Luis,Centro,Tablet,45,460,20700
2037-07-24,Jorge,Norte,Laptop,8,2355,18840
2037-07-25,Lucía,Norte,Monitor,46,2086,95956
2037-07-26,Luis,Este,Tablet,28,769,21532
2037-07-27,Ana,Sur,Laptop,34,648,22032
2037-07-28,Pedro,Centro,Smartphone,47,282,13254
2037-07-29,Jorge,Centro,Monitor,32,1948,62336
2037-07-30,Lucía,Oeste,Tablet,30,488,14640
2037-07-31,María,Oeste,Impresora,1,340,340
2037-08-01,María,Centro,Tablet,43,2952,126936
